sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-OFF-FUR-01160,1515.62,P001160,Classic Silicone Furniture,"giftable, professional",259,,4.2,6 months,Office,2023-02-06,115x21x10 cm,"A classic furniture made from silicone, suitable for everyday use in the office category.",Colors: Green/Silver; Sizes: XL/XS/S
SKU-ELE-ACC-01161,1234.12,P001161,Mini Silicone Accessorie,"eco-friendly, premium",883,,4.1,2 years,Electronics,2023-10-07,30x31x57 cm,"A mini accessorie made from silicone, suitable for everyday use in the electronics category.",Colors: Silver/White/Brown/Gold; Sizes: XS/S/M
SKU-OFF-TEC-01162,2400.28,P001162,Pro Aluminum Tech,"family, giftable, professional",563,,4.7,6 months,Office,2021-04-28,86x69x51 cm,"A pro tech made from aluminum, suitable for everyday use in the office category.",Colors: Gray/Blue; Sizes: One Size/L
SKU-OFF-FUR-01163,49.87,P001163,Deluxe Wood Furniture,"durable, sale",1040,,3.5,3 months,Office,2022-06-30,89x79x50 cm,"A deluxe furniture made from wood, suitable for everyday use in the office category.",Colors: Silver/Brown; Sizes: XL
SKU-TOY-ACT-01164,435.66,P001164,Mini Wood Action Figure,"eco-friendly, family, sale, trending",717,,4.4,2 years,Toys,2021-01-18,28x50x47 cm,"A mini action figure made from wood, suitable for everyday use in the toys category.",Colors: Blue/Gray/Gold/White; Sizes: M/S/XS
SKU-HOM-STO-01165,2305.53,P001165,Portable Glass Storage,"family, premium",178,,3.9,3 months,Home & Kitchen,2022-08-12,81x6x51 cm,"A portable storage made from glass, suitable for everyday use in the home & kitchen category.",Colors: Gold/Blue/Pink/Black; Sizes: L
SKU-TOY-EDU-01166,2070.93,P001166,Classic Cotton Educational,"family, new, professional",107,,3.4,3 months,Toys,2024-04-04,28x13x31 cm,"A classic educational made from cotton, suitable for everyday use in the toys category.",Colors: Brown/White; Sizes: One Size
SKU-HOM-FUR-01167,929.98,P001167,Eco Glass Furniture,"bestseller, premium, professional",411,,4.0,3 months,Home & Kitchen,2024-01-09,25x43x54 cm,"A eco furniture made from glass, suitable for everyday use in the home & kitchen category.",Colors: Gold/Black; Sizes: XS/L/One Size
SKU-FAS-SHO-01168,804.32,P001168,Ultra Steel Shoe,"lightweight, trending",575,,2.8,3 years,Fashion,2023-03-31,100x58x54 cm,"A ultra shoe made from steel, suitable for everyday use in the fashion category.",Colors: Gold/Green; Sizes: One Size
SKU-GRO-BEV-01169,574.52,P001169,Premium Cotton Beverage,"family, limited",355,2023-05-17,3.6,No Warranty,Grocery,2022-02-14,110x59x43 cm,"A premium beverage made from cotton, suitable for everyday use in the grocery category.",Colors: Red; Sizes: L
SKU-HOM-COO-01170,711.36,P001170,Pro Aluminum Cookware,"bestseller, professional, sale",190,,3.2,3 months,Home & Kitchen,2023-06-11,96x17x25 cm,"A pro cookware made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Pink/Blue; Sizes: L/One Size
SKU-GRO-FRO-01171,1057.85,P001171,Deluxe Steel Frozen,"bestseller, lightweight, trending",1418,2024-11-16,3.1,No Warranty,Grocery,2022-03-03,28x84x3 cm,"A deluxe frozen made from steel, suitable for everyday use in the grocery category.",Colors: Silver/White/Pink; Sizes: XS
SKU-OFF-TEC-01172,435.22,P001172,Max Glass Tech,"family, professional, sale",1428,,2.6,3 months,Office,2022-01-10,41x76x15 cm,"A max tech made from glass, suitable for everyday use in the office category.",Colors: Pink; Sizes: S
SKU-SPO-CYC-01173,1991.34,P001173,Deluxe Cotton Cycling,"durable, eco-friendly",1026,,3.5,6 months,Sports,2025-08-15,62x77x49 cm,"A deluxe cycling made from cotton, suitable for everyday use in the sports category.",Colors: Gray/Silver/Red; Sizes: S/L
SKU-ELE-ACC-01174,436.52,P001174,Essential Silicone Accessorie,"durable, premium",1056,,4.3,6 months,Electronics,2023-06-08,13x88x1 cm,"A essential accessorie made from silicone, suitable for everyday use in the electronics category.",Colors: Gray/Silver; Sizes: M/L/One Size
SKU-FAS-MEN-01175,589.96,P001175,Deluxe Aluminum Men,"bestseller, new, sale, trending",1208,,2.5,No Warranty,Fashion,2024-05-20,79x33x31 cm,"A deluxe men made from aluminum, suitable for everyday use in the fashion category.",Colors: Pink/Gold/White; Sizes: S/L
SKU-SPO-CYC-01176,132.81,P001176,Eco Silicone Cycling,"professional, sale, trending",1490,,2.7,1 year,Sports,2023-02-08,112x88x55 cm,"A eco cycling made from silicone, suitable for everyday use in the sports category.",Colors: Blue/Gold/Red/Pink; Sizes: XS/M/XL
SKU-HOM-FUR-01177,2346.25,P001177,Smart Steel Furniture,"giftable, new",305,,3.7,3 years,Home & Kitchen,2023-07-17,26x78x54 cm,"A smart furniture made from steel, suitable for everyday use in the home & kitchen category.",Colors: Silver/Black/Pink; Sizes: XL/L/XS
SKU-SPO-OUT-01178,1883.47,P001178,Smart Leather Outdoor,"giftable, premium, trending",877,,3.3,No Warranty,Sports,2021-03-10,34x36x29 cm,"A smart outdoor made from leather, suitable for everyday use in the sports category.",Colors: Red/Black; Sizes: L/One Size
SKU-BEA-SKI-01179,1753.59,P001179,Deluxe Silicone Skincare,"family, premium, sale",246,2024-12-11,3.0,3 months,Beauty,2024-01-28,58x57x57 cm,"A deluxe skincare made from silicone, suitable for everyday use in the beauty category.",Colors: Brown; Sizes: XL
SKU-OFF-TEC-01180,826.09,P001180,Pro Leather Tech,"limited, premium, trending",1028,,3.3,2 years,Office,2025-04-06,108x10x25 cm,"A pro tech made from leather, suitable for everyday use in the office category.",Colors: Green/Blue; Sizes: XL/One Size/L
SKU-TOY-EDU-01181,1998.05,P001181,Essential Cotton Educational,"bestseller, eco-friendly",1305,,4.6,3 years,Toys,2022-10-23,86x43x37 cm,"A essential educational made from cotton, suitable for everyday use in the toys category.",Colors: Black/Green/Gold/Pink; Sizes: XS/XL/L
SKU-OFF-STA-01182,518.79,P001182,Deluxe Leather Stationery,"premium, professional",125,,2.7,3 months,Office,2025-04-11,78x6x31 cm,"A deluxe stationery made from leather, suitable for everyday use in the office category.",Colors: Gray/White; Sizes: XL/One Size/S
SKU-OFF-STA-01183,1049.60,P001183,Mini Wood Stationery,"giftable, new, sale, trending",661,,4.4,3 months,Office,2025-12-15,64x16x30 cm,"A mini stationery made from wood, suitable for everyday use in the office category.",Colors: Blue/Gold/Green; Sizes: XS
SKU-BEA-WEL-01184,2431.32,P001184,Mini Glass Wellnes,"bestseller, durable, new, sale",178,2027-06-09,3.1,6 months,Beauty,2024-10-13,43x86x39 cm,"A mini wellnes made from glass, suitable for everyday use in the beauty category.",Colors: Pink/Black/Gold/Green; Sizes: XS
SKU-GRO-DAI-01185,9.96,P001185,Ultra Glass Dairy,"limited, new, professional, sale",529,2026-05-21,2.9,No Warranty,Grocery,2024-05-28,34x76x59 cm,"A ultra dairy made from glass, suitable for everyday use in the grocery category.",Colors: White/Pink; Sizes: XL/XS/L
SKU-OFF-TEC-01186,1586.86,P001186,Premium Leather Tech,"bestseller, giftable, new, premium",1312,,4.2,3 years,Office,2022-07-10,19x48x57 cm,"A premium tech made from leather, suitable for everyday use in the office category.",Colors: Green/Blue/White/Gray; Sizes: S
SKU-OFF-STA-01187,140.72,P001187,Compact Silicone Stationery,"limited, new",1226,,3.5,6 months,Office,2021-11-16,10x62x57 cm,"A compact stationery made from silicone, suitable for everyday use in the office category.",Colors: Gray; Sizes: XS/L/S
SKU-TOY-ACT-01188,1503.58,P001188,Mini Wood Action Figure,"durable, family, lightweight, new",849,,2.9,6 months,Toys,2024-02-01,111x43x54 cm,"A mini action figure made from wood, suitable for everyday use in the toys category.",Colors: Gray/Brown; Sizes: XL/M/S
SKU-OFF-PRI-01189,1050.27,P001189,Compact Plastic Printing,"bestseller, eco-friendly, lightweight",4,,4.8,3 years,Office,2023-05-17,19x81x57 cm,"A compact printing made from plastic, suitable for everyday use in the office category.",Colors: Gold/Blue/Black/Green; Sizes: XL
SKU-FAS-MEN-01190,1143.43,P001190,Eco Plastic Men,"durable, limited, premium",1301,,4.5,1 year,Fashion,2025-04-01,29x38x18 cm,"A eco men made from plastic, suitable for everyday use in the fashion category.",Colors: Blue/Green/Silver/Gray; Sizes: L/XS/XL
SKU-FAS-MEN-01191,2027.20,P001191,Essential Aluminum Men,"new, premium, professional",1347,,3.2,3 years,Fashion,2021-10-20,117x52x14 cm,"A essential men made from aluminum, suitable for everyday use in the fashion category.",Colors: Blue; Sizes: L
SKU-GRO-SNA-01192,1380.53,P001192,Premium Wood Snack,"eco-friendly, lightweight, new, sale",545,2025-12-15,3.5,No Warranty,Grocery,2024-03-13,36x83x25 cm,"A premium snack made from wood, suitable for everyday use in the grocery category.",Colors: Gold/Silver; Sizes: One Size
SKU-SPO-FIT-01193,559.64,P001193,Smart Cotton Fitnes,"durable, new, sale",870,,3.8,No Warranty,Sports,2022-06-08,94x73x53 cm,"A smart fitnes made from cotton, suitable for everyday use in the sports category.",Colors: Gold/Green; Sizes: XL/S/XS
SKU-GRO-DAI-01194,625.67,P001194,Ultra Silicone Dairy,"family, new, trending",756,2025-01-15,3.5,No Warranty,Grocery,2022-07-21,30x21x15 cm,"A ultra dairy made from silicone, suitable for everyday use in the grocery category.",Colors: Brown/Gray/Gold/Blue; Sizes: XS/S/M
SKU-SPO-ACC-01195,341.54,P001195,Ultra Wood Accessorie,"eco-friendly, premium, professional",103,,3.0,2 years,Sports,2022-06-10,54x28x11 cm,"A ultra accessorie made from wood, suitable for everyday use in the sports category.",Colors: Gold; Sizes: L/XS
SKU-OFF-TEC-01196,446.41,P001196,Max Leather Tech,"premium, professional",706,,4.0,2 years,Office,2023-02-12,118x81x43 cm,"A max tech made from leather, suitable for everyday use in the office category.",Colors: Red/Silver; Sizes: One Size/L/XL
SKU-OFF-ORG-01197,933.55,P001197,Ultra Wood Organization,"giftable, sale",888,,3.3,3 months,Office,2021-01-26,37x72x12 cm,"A ultra organization made from wood, suitable for everyday use in the office category.",Colors: White/Silver; Sizes: XL
SKU-BEA-WEL-01198,2477.64,P001198,Compact Wood Wellnes,"eco-friendly, family, lightweight, trending",824,2021-08-19,2.5,No Warranty,Beauty,2021-01-21,42x43x4 cm,"A compact wellnes made from wood, suitable for everyday use in the beauty category.",Colors: Green; Sizes: One Size/S/XS
SKU-SPO-ACC-01199,754.78,P001199,Compact Glass Accessorie,"eco-friendly, giftable, lightweight, new",34,,3.8,2 years,Sports,2022-02-23,68x46x10 cm,"A compact accessorie made from glass, suitable for everyday use in the sports category.",Colors: Silver/Gold/Green/White; Sizes: One Size/S/M
SKU-ELE-ACC-01200,143.74,P001200,Max Wood Accessorie,"premium, professional, trending",374,,3.3,3 months,Electronics,2022-04-24,8x77x60 cm,"A max accessorie made from wood, suitable for everyday use in the electronics category.",Colors: Brown; Sizes: XL/One Size
SKU-TOY-ACT-01201,1624.33,P001201,Max Steel Action Figure,"family, limited, new",757,,3.8,No Warranty,Toys,2023-04-04,15x65x43 cm,"A max action figure made from steel, suitable for everyday use in the toys category.",Colors: Brown/Gold/Gray/Black; Sizes: L/XL/M
SKU-OFF-FUR-01202,2124.68,P001202,Pro Aluminum Furniture,"bestseller, durable, eco-friendly, limited",13,,3.1,6 months,Office,2022-09-27,67x37x8 cm,"A pro furniture made from aluminum, suitable for everyday use in the office category.",Colors: Pink/Silver; Sizes: XS/One Size
SKU-ELE-AUD-01203,495.13,P001203,Ultra Silicone Audio,"family, premium",347,,3.7,6 months,Electronics,2021-05-31,12x33x27 cm,"A ultra audio made from silicone, suitable for everyday use in the electronics category.",Colors: Black/Blue; Sizes: M/XL/XS
SKU-BEA-WEL-01204,528.86,P001204,Ultra Glass Wellnes,"giftable, premium, sale",82,2023-05-24,4.3,6 months,Beauty,2022-01-24,114x44x18 cm,"A ultra wellnes made from glass, suitable for everyday use in the beauty category.",Colors: Green; Sizes: L/XS
SKU-OFF-TEC-01205,1937.28,P001205,Deluxe Wood Tech,"bestseller, premium, professional",645,,4.8,No Warranty,Office,2021-05-15,93x65x27 cm,"A deluxe tech made from wood, suitable for everyday use in the office category.",Colors: Black/Gray/Silver/Brown; Sizes: One Size/S
SKU-FAS-BAG-01206,200.74,P001206,Max Cotton Bag,"durable, giftable",720,,3.0,6 months,Fashion,2023-02-25,9x82x53 cm,"A max bag made from cotton, suitable for everyday use in the fashion category.",Colors: Silver; Sizes: XL/XS
SKU-HOM-APP-01207,681.76,P001207,Ultra Aluminum Appliance,"family, lightweight, new",1268,,4.2,3 months,Home & Kitchen,2023-03-15,82x90x8 cm,"A ultra appliance made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Black/Brown/Green/Gray; Sizes: S/XS/M
SKU-GRO-PAN-01208,2461.85,P001208,Compact Aluminum Pantry,"family, limited, new, trending",509,2027-02-03,4.3,No Warranty,Grocery,2024-05-22,27x15x52 cm,"A compact pantry made from aluminum, suitable for everyday use in the grocery category.",Colors: Blue/Black/Red/Green; Sizes: XL/One Size
SKU-TOY-PUZ-01209,1651.87,P001209,Pro Steel Puzzle,"bestseller, durable, sale, trending",1093,,2.5,1 year,Toys,2024-01-12,46x25x39 cm,"A pro puzzle made from steel, suitable for everyday use in the toys category.",Colors: Brown/Red/Gray/Silver; Sizes: M
SKU-TOY-ACT-01210,2331.68,P001210,Eco Steel Action Figure,"lightweight, trending",1238,,3.2,No Warranty,Toys,2023-08-18,69x69x58 cm,"A eco action figure made from steel, suitable for everyday use in the toys category.",Colors: Gray; Sizes: XL/One Size/L
SKU-ELE-WEA-01211,2447.71,P001211,Portable Steel Wearable,"family, limited, professional, sale",1465,,4.0,2 years,Electronics,2021-08-29,16x74x54 cm,"A portable wearable made from steel, suitable for everyday use in the electronics category.",Colors: White; Sizes: One Size
SKU-FAS-SHO-01212,245.13,P001212,Deluxe Plastic Shoe,"bestseller, eco-friendly, limited",1100,,3.9,2 years,Fashion,2022-07-19,11x48x11 cm,"A deluxe shoe made from plastic, suitable for everyday use in the fashion category.",Colors: Brown; Sizes: L/XS/M
SKU-OFF-FUR-01213,787.27,P001213,Portable Steel Furniture,"lightweight, new, professional, sale",1230,,4.2,1 year,Office,2023-08-22,66x39x24 cm,"A portable furniture made from steel, suitable for everyday use in the office category.",Colors: Red/White; Sizes: XS/M
SKU-TOY-EDU-01214,1824.33,P001214,Max Cotton Educational,"eco-friendly, trending",1180,,3.6,1 year,Toys,2022-07-12,107x54x27 cm,"A max educational made from cotton, suitable for everyday use in the toys category.",Colors: Silver/Gold; Sizes: M
SKU-BEA-SKI-01215,188.80,P001215,Portable Leather Skincare,"limited, new, trending",1094,2023-03-24,2.8,1 year,Beauty,2022-09-09,109x76x59 cm,"A portable skincare made from leather, suitable for everyday use in the beauty category.",Colors: Black/Silver/Brown/Red; Sizes: XS
SKU-TOY-OUT-01216,2073.93,P001216,Eco Leather Outdoor Toy,"family, new, sale, trending",759,,2.8,2 years,Toys,2021-04-01,118x87x6 cm,"A eco outdoor toy made from leather, suitable for everyday use in the toys category.",Colors: Black; Sizes: XL
SKU-ELE-WEA-01217,151.45,P001217,Compact Wood Wearable,"durable, eco-friendly, limited",485,,2.6,6 months,Electronics,2024-08-01,22x7x39 cm,"A compact wearable made from wood, suitable for everyday use in the electronics category.",Colors: Silver/Pink/Brown/White; Sizes: XL
SKU-FAS-SHO-01218,1560.08,P001218,Premium Steel Shoe,"durable, family, sale",1092,,2.6,1 year,Fashion,2023-06-01,49x68x60 cm,"A premium shoe made from steel, suitable for everyday use in the fashion category.",Colors: Brown/Blue/Black; Sizes: M/XL
SKU-SPO-CYC-01219,1286.91,P001219,Smart Glass Cycling,"durable, family, professional",254,,2.5,2 years,Sports,2024-02-16,20x75x39 cm,"A smart cycling made from glass, suitable for everyday use in the sports category.",Colors: Green/Brown; Sizes: L/One Size
SKU-FAS-WOM-01220,377.76,P001220,Max Cotton Women,"limited, trending",1010,,3.7,6 months,Fashion,2024-06-16,94x57x25 cm,"A max women made from cotton, suitable for everyday use in the fashion category.",Colors: Gold; Sizes: M
SKU-TOY-EDU-01221,744.34,P001221,Ultra Steel Educational,"bestseller, durable, giftable",1311,,4.4,1 year,Toys,2021-11-12,7x21x13 cm,"A ultra educational made from steel, suitable for everyday use in the toys category.",Colors: Black/White/Silver; Sizes: One Size
SKU-ELE-SMA-01222,1700.07,P001222,Ultra Glass Smartphone,"giftable, lightweight, premium",1300,,3.6,No Warranty,Electronics,2021-07-04,45x59x4 cm,"A ultra smartphone made from glass, suitable for everyday use in the electronics category.",Colors: Silver; Sizes: S
SKU-SPO-CYC-01223,617.00,P001223,Compact Glass Cycling,"bestseller, durable, limited, professional",668,,3.6,6 months,Sports,2022-09-22,12x53x17 cm,"A compact cycling made from glass, suitable for everyday use in the sports category.",Colors: Pink/Black/Silver; Sizes: L/XS/XL
SKU-TOY-OUT-01224,2119.78,P001224,Essential Aluminum Outdoor Toy,"durable, limited",828,,3.0,6 months,Toys,2024-04-04,54x20x36 cm,"A essential outdoor toy made from aluminum, suitable for everyday use in the toys category.",Colors: Green/Gray/Pink/Red; Sizes: XS/M/L
SKU-ELE-LAP-01225,2119.66,P001225,Eco Silicone Laptop,"bestseller, eco-friendly, family, premium",1497,,3.9,3 months,Electronics,2021-07-01,114x5x52 cm,"A eco laptop made from silicone, suitable for everyday use in the electronics category.",Colors: Brown; Sizes: L/One Size
SKU-BEA-HAI-01226,1727.05,P001226,Eco Wood Haircare,"new, professional, sale",1236,2026-10-02,3.0,3 years,Beauty,2024-12-01,22x31x37 cm,"A eco haircare made from wood, suitable for everyday use in the beauty category.",Colors: Gray/Blue; Sizes: S/One Size
